Flag,Player,Session,Score,Session Date
Actual,Player 8,Agility,7,20/04/2022
Actual,Player 8,Agility,4,21/04/2022
Carried over,Player 8,Agility,9,25/04/2022
Actual,Player 8,Agility,9,22/04/2022
Actual,Player 8,Agility,6,26/04/2022
Actual,Player 8,Agility,7,27/04/2022
Carried over,Player 8,Agility,5,29/04/2022
Actual,Player 8,Agility,5,28/04/2022
Actual,Player 8,Agility,9,02/05/2022
Carried over,Player 8,Agility,5,04/05/2022
Actual,Player 8,Agility,5,03/05/2022
Actual,Player 8,Agility,4,05/05/2022
Carried over,Player 8,Agility,9,10/05/2022
Carried over,Player 8,Agility,9,09/05/2022
Actual,Player 8,Agility,9,06/05/2022
Actual,Player 8,Agility,8,11/05/2022
Actual,Player 8,Agility,6,12/05/2022
Carried over,Player 8,Agility,7,16/05/2022
Actual,Player 8,Agility,7,13/05/2022
Actual,Player 8,Agility,3,17/05/2022
Carried over,Player 8,Agility,3,19/05/2022
Actual,Player 8,Agility,3,18/05/2022
Actual,Player 8,Agility,8,20/05/2022
Actual,Player 8,Agility,4,23/05/2022
Carried over,Player 8,Agility,4,25/05/2022
Actual,Player 8,Agility,4,24/05/2022
Actual,Player 8,Agility,6,26/05/2022
Actual,Player 8,Agility,8,27/05/2022
Carried over,Player 8,Agility,8,31/05/2022
Actual,Player 8,Agility,8,30/05/2022
Actual,Player 8,Agility,5,01/06/2022
Carried over,Player 8,Agility,4,03/06/2022
Actual,Player 8,Agility,4,02/06/2022
Actual,Player 8,Agility,8,06/06/2022
Actual,Player 8,Agility,4,07/06/2022
Carried over,Player 8,Agility,10,10/06/2022
Carried over,Player 8,Agility,10,09/06/2022
Actual,Player 8,Agility,10,08/06/2022
Actual,Player 8,Agility,9,13/06/2022
Carried over,Player 8,Agility,6,15/06/2022
Actual,Player 8,Agility,6,14/06/2022
Carried over,Player 8,Agility,5,20/06/2022
Carried over,Player 8,Agility,5,17/06/2022
Actual,Player 8,Agility,5,16/06/2022
Carried over,Player 8,Agility,6,22/06/2022
Actual,Player 8,Agility,6,21/06/2022
Actual,Player 8,Agility,9,23/06/2022
Carried over,Player 8,Agility,8,27/06/2022
Actual,Player 8,Agility,8,24/06/2022
Actual,Player 8,Agility,10,28/06/2022
Actual,Player 8,Agility,10,29/06/2022
Actual,Player 8,Agility,4,30/06/2022
Carried over,Player 8,Agility,7,06/07/2022
Carried over,Player 8,Agility,7,05/07/2022
Carried over,Player 8,Agility,7,04/07/2022
Actual,Player 8,Agility,7,01/07/2022
Actual,Player 8,Agility,7,07/07/2022
Actual,Player 8,Agility,8,08/07/2022
Actual,Player 8,Agility,10,11/07/2022
Actual,Player 8,Agility,7,12/07/2022
Actual,Player 8,Agility,8,13/07/2022
Actual,Player 8,Agility,3,14/07/2022
Actual,Player 8,Agility,6,15/07/2022
Actual,Player 8,Agility,9,18/07/2022
Actual,Player 8,Agility,4,19/07/2022
Actual,Player 8,Agility,8,20/07/2022
Actual,Player 8,Agility,6,21/07/2022
Actual,Player 8,Agility,6,22/07/2022
Carried over,Player 8,Agility,9,27/07/2022
Carried over,Player 8,Agility,9,26/07/2022
Actual,Player 8,Agility,9,25/07/2022
Actual,Player 8,Agility,8,28/07/2022
Actual,Player 9,Cardio,3,03/01/2022
Actual,Player 9,Cardio,6,04/01/2022
Carried over,Player 9,Cardio,6,07/01/2022
Carried over,Player 9,Cardio,6,06/01/2022
Actual,Player 9,Cardio,6,05/01/2022
Carried over,Player 9,Cardio,3,11/01/2022
Actual,Player 9,Cardio,3,10/01/2022
Carried over,Player 9,Cardio,7,13/01/2022
Actual,Player 9,Cardio,7,12/01/2022
Actual,Player 9,Cardio,5,14/01/2022
Carried over,Player 9,Cardio,7,18/01/2022
Actual,Player 9,Cardio,7,17/01/2022
Actual,Player 9,Cardio,3,19/01/2022
Carried over,Player 9,Cardio,4,21/01/2022
Actual,Player 9,Cardio,4,20/01/2022
Carried over,Player 9,Cardio,5,25/01/2022
Actual,Player 9,Cardio,5,24/01/2022
Actual,Player 9,Cardio,4,26/01/2022
Actual,Player 9,Cardio,9,27/01/2022
Actual,Player 9,Cardio,6,28/01/2022
Actual,Player 9,Cardio,6,31/01/2022
Actual,Player 9,Cardio,4,01/02/2022
Actual,Player 9,Cardio,9,02/02/2022
Carried over,Player 9,Cardio,3,04/02/2022
Actual,Player 9,Cardio,3,03/02/2022
Carried over,Player 9,Cardio,7,10/02/2022
Carried over,Player 9,Cardio,7,09/02/2022
Carried over,Player 9,Cardio,7,08/02/2022
Actual,Player 9,Cardio,7,07/02/2022
Actual,Player 9,Cardio,4,11/02/2022
Actual,Player 9,Cardio,6,14/02/2022
Actual,Player 9,Cardio,9,15/02/2022
Actual,Player 9,Cardio,5,16/02/2022
Carried over,Player 9,Cardio,9,21/02/2022
Carried over,Player 9,Cardio,9,18/02/2022
Actual,Player 9,Cardio,9,17/02/2022
Actual,Player 9,Cardio,5,22/02/2022
Carried over,Player 9,Cardio,10,24/02/2022
Actual,Player 9,Cardio,10,23/02/2022
Actual,Player 9,Cardio,5,25/02/2022
Actual,Player 9,Cardio,6,28/02/2022
Actual,Player 9,Cardio,7,01/03/2022
Carried over,Player 9,Cardio,3,03/03/2022
Actual,Player 9,Cardio,3,02/03/2022
Carried over,Player 9,Cardio,10,09/03/2022
Carried over,Player 9,Cardio,10,08/03/2022
Carried over,Player 9,Cardio,10,07/03/2022
Actual,Player 9,Cardio,10,04/03/2022
Carried over,Player 9,Cardio,7,11/03/2022
Actual,Player 9,Cardio,7,10/03/2022
Actual,Player 9,Cardio,3,14/03/2022
Actual,Player 9,Cardio,3,15/03/2022
Actual,Player 9,Cardio,8,16/03/2022
Carried over,Player 9,Cardio,7,21/03/2022
Carried over,Player 9,Cardio,7,18/03/2022
Actual,Player 9,Cardio,7,17/03/2022
Carried over,Player 9,Cardio,9,23/03/2022
Actual,Player 9,Cardio,9,22/03/2022
Carried over,Player 9,Cardio,8,28/03/2022
Carried over,Player 9,Cardio,8,25/03/2022
Actual,Player 9,Cardio,8,24/03/2022
Actual,Player 9,Cardio,9,29/03/2022
Actual,Player 9,Cardio,5,30/03/2022
Actual,Player 9,Cardio,3,31/03/2022
Carried over,Player 9,Cardio,5,04/04/2022
Actual,Player 9,Cardio,5,01/04/2022
Actual,Player 9,Cardio,9,05/04/2022
Actual,Player 9,Cardio,4,06/04/2022
Actual,Player 9,Cardio,7,07/04/2022
Actual,Player 9,Cardio,7,08/04/2022
Actual,Player 9,Cardio,9,11/04/2022
Carried over,Player 9,Cardio,10,14/04/2022
Carried over,Player 9,Cardio,10,13/04/2022
Actual,Player 9,Cardio,10,12/04/2022
Carried over,Player 9,Cardio,6,18/04/2022
Actual,Player 9,Cardio,6,15/04/2022
Carried over,Player 9,Cardio,3,22/04/2022
Carried over,Player 9,Cardio,3,21/04/2022
Carried over,Player 9,Cardio,3,20/04/2022
Actual,Player 9,Cardio,3,19/04/2022
Carried over,Player 9,Cardio,3,26/04/2022
Actual,Player 9,Cardio,3,25/04/2022
Actual,Player 9,Cardio,4,27/04/2022
Actual,Player 9,Cardio,3,28/04/2022
Carried over,Player 9,Cardio,6,02/05/2022
Actual,Player 9,Cardio,6,29/04/2022
Carried over,Player 9,Cardio,10,04/05/2022
Actual,Player 9,Cardio,10,03/05/2022
Carried over,Player 9,Cardio,6,06/05/2022
Actual,Player 9,Cardio,6,05/05/2022
Carried over,Player 9,Cardio,4,10/05/2022
Actual,Player 9,Cardio,4,09/05/2022
Actual,Player 9,Cardio,6,11/05/2022
Actual,Player 9,Cardio,7,12/05/2022
Carried over,Player 9,Cardio,3,18/05/2022
Carried over,Player 9,Cardio,3,17/05/2022
Carried over,Player 9,Cardio,3,16/05/2022
Actual,Player 9,Cardio,3,13/05/2022
Actual,Player 9,Cardio,5,19/05/2022
Actual,Player 9,Cardio,6,20/05/2022
Carried over,Player 9,Cardio,4,24/05/2022
Actual,Player 9,Cardio,4,23/05/2022
Actual,Player 9,Cardio,5,25/05/2022
Actual,Player 9,Cardio,4,26/05/2022
Actual,Player 9,Cardio,8,27/05/2022
Actual,Player 9,Cardio,9,30/05/2022
Actual,Player 9,Cardio,10,31/05/2022
Actual,Player 9,Cardio,3,01/06/2022
Actual,Player 9,Cardio,8,02/06/2022
Carried over,Player 9,Cardio,10,06/06/2022
Actual,Player 9,Cardio,10,03/06/2022
Carried over,Player 9,Cardio,10,09/06/2022
Carried over,Player 9,Cardio,10,08/06/2022
Actual,Player 9,Cardio,10,07/06/2022
Actual,Player 9,Cardio,5,10/06/2022
Actual,Player 9,Cardio,7,13/06/2022
Actual,Player 9,Cardio,4,14/06/2022
Carried over,Player 9,Cardio,3,16/06/2022
Actual,Player 9,Cardio,3,15/06/2022
Actual,Player 9,Cardio,10,17/06/2022
Actual,Player 9,Cardio,5,20/06/2022
Actual,Player 9,Cardio,8,21/06/2022
Actual,Player 9,Cardio,3,22/06/2022
Actual,Player 9,Cardio,4,23/06/2022
Actual,Player 9,Cardio,7,24/06/2022
Actual,Player 9,Cardio,3,27/06/2022
Actual,Player 9,Cardio,3,28/06/2022
Carried over,Player 9,Cardio,9,30/06/2022
Actual,Player 9,Cardio,9,29/06/2022
Carried over,Player 9,Cardio,7,05/07/2022
Carried over,Player 9,Cardio,7,04/07/2022
Actual,Player 9,Cardio,7,01/07/2022
Actual,Player 9,Cardio,5,06/07/2022
Actual,Player 9,Cardio,8,07/07/2022
Actual,Player 9,Cardio,6,08/07/2022
Carried over,Player 9,Cardio,9,12/07/2022
Actual,Player 9,Cardio,9,11/07/2022
Carried over,Player 9,Cardio,8,14/07/2022
Actual,Player 9,Cardio,8,13/07/2022
Actual,Player 9,Cardio,10,15/07/2022
Actual,Player 9,Cardio,7,18/07/2022
Actual,Player 9,Cardio,6,19/07/2022
Carried over,Player 9,Cardio,3,21/07/2022
Actual,Player 9,Cardio,3,20/07/2022
Actual,Player 9,Cardio,4,22/07/2022
Actual,Player 9,Cardio,9,25/07/2022
Actual,Player 9,Cardio,8,26/07/2022
Carried over,Player 2,Cardio,6,04/01/2022
Actual,Player 2,Cardio,6,03/01/2022
Actual,Player 2,Cardio,9,05/01/2022
Carried over,Player 2,Cardio,10,07/01/2022
Actual,Player 2,Cardio,10,06/01/2022
Actual,Player 2,Cardio,3,10/01/2022
Actual,Player 2,Cardio,8,11/01/2022
Actual,Player 2,Cardio,9,12/01/2022
Actual,Player 2,Cardio,4,13/01/2022
Actual,Player 2,Cardio,8,14/01/2022
Carried over,Player 2,Cardio,4,18/01/2022
Actual,Player 2,Cardio,4,17/01/2022
Actual,Player 2,Cardio,10,19/01/2022
Actual,Player 2,Cardio,10,20/01/2022
Actual,Player 2,Cardio,6,21/01/2022
Actual,Player 2,Cardio,7,24/01/2022
Actual,Player 2,Cardio,4,25/01/2022
Carried over,Player 2,Cardio,7,28/01/2022
Carried over,Player 2,Cardio,7,27/01/2022
Actual,Player 2,Cardio,7,26/01/2022
Actual,Player 2,Cardio,9,31/01/2022
Carried over,Player 2,Cardio,6,02/02/2022
Actual,Player 2,Cardio,6,01/02/2022
Actual,Player 2,Cardio,6,03/02/2022
Actual,Player 2,Cardio,9,04/02/2022
Actual,Player 2,Cardio,10,07/02/2022
Carried over,Player 2,Cardio,3,09/02/2022
Actual,Player 2,Cardio,3,08/02/2022
Carried over,Player 2,Cardio,3,11/02/2022
Actual,Player 2,Cardio,3,10/02/2022
Actual,Player 2,Cardio,9,14/02/2022
Carried over,Player 2,Cardio,3,16/02/2022
Actual,Player 2,Cardio,3,15/02/2022
Actual,Player 2,Cardio,4,17/02/2022
Carried over,Player 2,Cardio,8,21/02/2022
Actual,Player 2,Cardio,8,18/02/2022
Actual,Player 2,Cardio,6,22/02/2022
Carried over,Player 2,Cardio,5,01/03/2022
Carried over,Player 2,Cardio,5,28/02/2022
Carried over,Player 2,Cardio,5,25/02/2022
Carried over,Player 2,Cardio,5,24/02/2022
Actual,Player 2,Cardio,5,23/02/2022
Carried over,Player 2,Cardio,10,03/03/2022
Actual,Player 2,Cardio,10,02/03/2022
Actual,Player 2,Cardio,8,04/03/2022
Actual,Player 2,Cardio,4,07/03/2022
Carried over,Player 2,Cardio,6,09/03/2022
Actual,Player 2,Cardio,6,08/03/2022
Actual,Player 2,Cardio,4,10/03/2022
Carried over,Player 2,Cardio,3,14/03/2022
Actual,Player 2,Cardio,3,11/03/2022
Carried over,Player 2,Cardio,3,16/03/2022
Actual,Player 2,Cardio,3,15/03/2022
Carried over,Player 2,Cardio,10,18/03/2022
Actual,Player 2,Cardio,10,17/03/2022
Actual,Player 2,Cardio,5,21/03/2022
Actual,Player 2,Cardio,5,22/03/2022
Actual,Player 2,Cardio,4,23/03/2022
Actual,Player 2,Cardio,8,24/03/2022
Actual,Player 2,Cardio,5,25/03/2022
Actual,Player 2,Cardio,7,28/03/2022
Carried over,Player 2,Cardio,6,01/04/2022
Carried over,Player 2,Cardio,6,31/03/2022
Carried over,Player 2,Cardio,6,30/03/2022
Actual,Player 2,Cardio,6,29/03/2022
Actual,Player 2,Cardio,6,04/04/2022
Actual,Player 2,Cardio,6,05/04/2022
Actual,Player 2,Cardio,6,06/04/2022
Actual,Player 2,Cardio,5,07/04/2022
Actual,Player 2,Cardio,6,08/04/2022
Carried over,Player 2,Cardio,3,15/04/2022
Carried over,Player 2,Cardio,3,14/04/2022
Carried over,Player 2,Cardio,3,13/04/2022
Carried over,Player 2,Cardio,3,12/04/2022
Actual,Player 2,Cardio,3,11/04/2022
Actual,Player 2,Cardio,4,18/04/2022
Actual,Player 2,Cardio,9,19/04/2022
Carried over,Player 2,Cardio,10,21/04/2022
Actual,Player 2,Cardio,10,20/04/2022
Actual,Player 2,Cardio,5,22/04/2022
Actual,Player 2,Cardio,8,25/04/2022
Actual,Player 2,Cardio,7,26/04/2022
Carried over,Player 2,Cardio,7,28/04/2022
Actual,Player 2,Cardio,7,27/04/2022
Actual,Player 2,Cardio,7,29/04/2022
Carried over,Player 2,Cardio,4,03/05/2022
Actual,Player 2,Cardio,4,02/05/2022
Actual,Player 2,Cardio,6,04/05/2022
Carried over,Player 2,Cardio,8,06/05/2022
Actual,Player 2,Cardio,8,05/05/2022
Actual,Player 2,Cardio,3,09/05/2022
Carried over,Player 2,Cardio,10,11/05/2022
Actual,Player 2,Cardio,10,10/05/2022
Carried over,Player 2,Cardio,5,13/05/2022
Actual,Player 2,Cardio,5,12/05/2022
Carried over,Player 2,Cardio,4,23/05/2022
Carried over,Player 2,Cardio,4,20/05/2022
Carried over,Player 2,Cardio,4,19/05/2022
Carried over,Player 2,Cardio,4,18/05/2022
Carried over,Player 2,Cardio,4,17/05/2022
Actual,Player 2,Cardio,4,16/05/2022
Actual,Player 2,Cardio,6,24/05/2022
Actual,Player 2,Cardio,10,25/05/2022
Actual,Player 2,Cardio,7,26/05/2022
Actual,Player 2,Cardio,4,27/05/2022
Carried over,Player 2,Cardio,5,02/06/2022
Carried over,Player 2,Cardio,5,01/06/2022
Carried over,Player 2,Cardio,5,31/05/2022
Actual,Player 2,Cardio,5,30/05/2022
Actual,Player 2,Cardio,8,03/06/2022
Actual,Player 2,Cardio,5,06/06/2022
Actual,Player 2,Cardio,7,07/06/2022
Actual,Player 2,Cardio,4,08/06/2022
Actual,Player 2,Cardio,7,09/06/2022
Actual,Player 2,Cardio,7,10/06/2022
Actual,Player 2,Cardio,5,13/06/2022
Carried over,Player 2,Cardio,3,16/06/2022
Carried over,Player 2,Cardio,3,15/06/2022
Actual,Player 2,Cardio,3,14/06/2022
Actual,Player 2,Cardio,3,17/06/2022
Actual,Player 2,Cardio,3,20/06/2022
Actual,Player 2,Cardio,5,21/06/2022
Actual,Player 2,Cardio,5,22/06/2022
Carried over,Player 2,Cardio,5,24/06/2022
Actual,Player 2,Cardio,5,23/06/2022
Carried over,Player 2,Cardio,3,28/06/2022
Actual,Player 2,Cardio,3,27/06/2022
Actual,Player 2,Cardio,10,29/06/2022
Actual,Player 2,Cardio,4,30/06/2022
Actual,Player 2,Cardio,6,01/07/2022
Actual,Player 2,Cardio,4,04/07/2022
Actual,Player 2,Cardio,3,05/07/2022
Actual,Player 2,Cardio,3,06/07/2022
Actual,Player 2,Cardio,9,07/07/2022
Actual,Player 2,Cardio,9,08/07/2022
Actual,Player 2,Cardio,7,11/07/2022
Actual,Player 2,Cardio,5,12/07/2022
Actual,Player 2,Cardio,3,13/07/2022
Carried over,Player 2,Cardio,8,15/07/2022
Actual,Player 2,Cardio,8,14/07/2022
Actual,Player 2,Cardio,6,18/07/2022
Carried over,Player 2,Cardio,9,21/07/2022
Carried over,Player 2,Cardio,9,20/07/2022
Actual,Player 2,Cardio,9,19/07/2022
Carried over,Player 2,Cardio,5,25/07/2022
Actual,Player 2,Cardio,5,22/07/2022
Carried over,Player 2,Cardio,8,27/07/2022
Actual,Player 2,Cardio,8,26/07/2022
Actual,Player 12,Agility,5,27/01/2022
Actual,Player 12,Agility,7,31/01/2022
Carried over,Player 12,Agility,10,08/02/2022
Carried over,Player 12,Agility,10,07/02/2022
Carried over,Player 12,Agility,10,04/02/2022
Carried over,Player 12,Agility,10,03/02/2022
Carried over,Player 12,Agility,10,02/02/2022
Actual,Player 12,Agility,10,01/02/2022
Actual,Player 12,Agility,8,09/02/2022
Actual,Player 12,Agility,7,10/02/2022
Actual,Player 12,Agility,6,11/02/2022
Actual,Player 12,Agility,7,14/02/2022
Actual,Player 12,Agility,8,15/02/2022
Actual,Player 12,Agility,7,16/02/2022
Actual,Player 12,Agility,8,17/02/2022
Actual,Player 12,Agility,6,18/02/2022
Carried over,Player 12,Agility,8,25/02/2022
Carried over,Player 12,Agility,8,24/02/2022
Carried over,Player 12,Agility,8,23/02/2022
Carried over,Player 12,Agility,8,22/02/2022
Actual,Player 12,Agility,8,21/02/2022
Carried over,Player 12,Agility,9,01/03/2022
Actual,Player 12,Agility,9,28/02/2022
Actual,Player 12,Agility,7,02/03/2022
Actual,Player 12,Agility,4,03/03/2022
Carried over,Player 12,Agility,5,07/03/2022
Actual,Player 12,Agility,5,04/03/2022
Actual,Player 12,Agility,8,08/03/2022
Carried over,Player 12,Agility,6,10/03/2022
Actual,Player 12,Agility,6,09/03/2022
Carried over,Player 12,Agility,6,14/03/2022
Actual,Player 12,Agility,6,11/03/2022
Actual,Player 12,Agility,3,15/03/2022
Actual,Player 12,Agility,9,16/03/2022
Actual,Player 12,Agility,4,17/03/2022
Carried over,Player 12,Agility,4,23/03/2022
Carried over,Player 12,Agility,4,22/03/2022
Carried over,Player 12,Agility,4,21/03/2022
Actual,Player 12,Agility,4,18/03/2022
Carried over,Player 12,Agility,3,25/03/2022
Actual,Player 12,Agility,3,24/03/2022
Actual,Player 12,Agility,7,28/03/2022
Actual,Player 12,Agility,3,29/03/2022
Carried over,Player 12,Agility,6,01/04/2022
Carried over,Player 12,Agility,6,31/03/2022
Actual,Player 12,Agility,6,30/03/2022
Carried over,Player 12,Agility,6,05/04/2022
Actual,Player 12,Agility,6,04/04/2022
Actual,Player 12,Agility,9,06/04/2022
Carried over,Player 12,Agility,9,08/04/2022
Actual,Player 12,Agility,9,07/04/2022
Actual,Player 12,Agility,3,11/04/2022
Carried over,Player 12,Agility,8,13/04/2022
Actual,Player 12,Agility,8,12/04/2022
Actual,Player 12,Agility,5,14/04/2022
Carried over,Player 12,Agility,4,19/04/2022
Carried over,Player 12,Agility,4,18/04/2022
Actual,Player 12,Agility,4,15/04/2022
Actual,Player 12,Agility,4,20/04/2022
Carried over,Player 12,Agility,8,26/04/2022
Carried over,Player 12,Agility,8,25/04/2022
Carried over,Player 12,Agility,8,22/04/2022
Actual,Player 12,Agility,8,21/04/2022
Actual,Player 12,Agility,4,27/04/2022
Actual,Player 12,Agility,10,28/04/2022
Actual,Player 12,Agility,7,29/04/2022
Actual,Player 12,Agility,9,02/05/2022
Actual,Player 12,Agility,10,03/05/2022
Actual,Player 12,Agility,6,04/05/2022
Carried over,Player 12,Agility,3,06/05/2022
Actual,Player 12,Agility,3,05/05/2022
Actual,Player 12,Agility,6,09/05/2022
