Flight Details,Flow Card?,Bags Checked,Meal Type
2024-05-20//PA012//Tokyo-Perth//First Class//528,0,0,Nut Free
2024-11-08//PA003//London-Perth//First Class//560,0,0,Vegan
2024-09-29//PA006//Tokyo-London//First Class//561,0,2,Egg Free
2024-05-19//PA010//Tokyo-New York//Premium Economy//1052.5,0,0,Vegan
2024-01-12//PA006//Tokyo-London//Premium Economy//607.5,1,3,Vegetarian
2024-06-01//PA009//New York-Tokyo//Business Class//374.39999999999998,1,1,Dairy Free
2024-04-08//PA001//London-New York//Business Class//742.79999999999995,1,1,None
2024-05-02//PA002//New York-London//First Class//694,1,2,None
2024-06-09//PA007//New York-Perth//Business Class//498,1,3,Egg Free
2024-11-20//PA010//Tokyo-New York//First Class//529,0,2,Egg Free
2024-02-12//PA001//London-New York//Business Class//258,0,2,Vegan
2024-02-25//PA003//London-Perth//Business Class//834,0,3,Vegetarian
2024-08-15//PA002//New York-London//Premium Economy//1382.5,0,1,Nut Free
2024-10-03//PA005//London-Tokyo//First Class//435,1,0,None
2024-01-31//PA001//London-New York//Economy//2985,0,1,None
2024-05-28//PA005//London-Tokyo//Business Class//801.60000000000002,0,1,Nut Free
2024-05-12//PA005//London-Tokyo//Economy//2025,1,0,Nut Free
2024-07-23//PA009//New York-Tokyo//Premium Economy//957.5,1,3,Egg Free
2024-03-12//PA007//New York-Perth//Economy//2865,0,3,Vegetarian
2024-07-30//PA006//Tokyo-London//Economy//1235,1,1,Nut Free
2024-05-10//PA009//New York-Tokyo//Premium Economy//682.5,0,1,None
2024-08-26//PA010//Tokyo-New York//Premium Economy//617.5,0,0,Nut Free
2024-08-05//PA003//London-Perth//Premium Economy//995,0,1,Vegan
2024-11-26//PA011//Perth-Tokyo//Premium Economy//787.5,0,2,Nut Free
2024-02-25//PA005//London-Tokyo//Economy//1765,0,3,None
2024-04-19//PA007//New York-Perth//Economy//3385,1,3,Vegan
2024-09-24//PA008//Perth-New York//Economy//2420,0,3,Nut Free
2024-02-04//PA004//Perth-London//Business Class//440.39999999999998,1,1,Vegan
2024-08-18//PA008//Perth-New York//Business Class//670.79999999999995,0,2,None
2024-11-04//PA010//Tokyo-New York//Business Class//324,1,1,None
2024-12-31//PA011//Perth-Tokyo//First Class//646,1,0,Dairy Free
2024-04-08//PA007//New York-Perth//Business Class//366,1,0,Vegetarian
2024-01-31//PA009//New York-Tokyo//First Class//536,1,3,Dairy Free
2024-02-20//PA004//Perth-London//First Class//219,0,0,Nut Free
2024-12-24//PA008//Perth-New York//First Class//407,1,2,Vegetarian
2024-10-26//PA008//Perth-New York//Economy//1540,0,1,None
2024-07-11//PA004//Perth-London//Premium Economy//1120,0,3,Dairy Free
2024-11-12//PA002//New York-London//Premium Economy//822.5,1,2,Nut Free
2024-12-18//PA005//London-Tokyo//Economy//2165,1,3,None
2024-03-16//PA007//New York-Perth//Business Class//426,1,1,Egg Free
2024-04-16//PA006//Tokyo-London//Premium Economy//1657.5,0,0,Dairy Free
2024-06-04//PA005//London-Tokyo//Premium Economy//1517.5,1,3,Nut Free
2024-08-06//PA012//Tokyo-Perth//Premium Economy//922.5,0,2,Dairy Free
2024-06-07//PA005//London-Tokyo//Business Class//733.19999999999993,0,3,Vegetarian
2024-02-05//PA012//Tokyo-Perth//First Class//540,0,1,Vegan
2024-10-20//PA004//Perth-London//Business Class//697.19999999999993,1,2,Vegan
2024-02-14//PA007//New York-Perth//First Class//311,1,3,Vegetarian
2024-09-12//PA011//Perth-Tokyo//Business Class//310.80000000000001,0,2,Vegetarian
2024-12-24//PA004//Perth-London//Business Class//454.80000000000001,1,3,Vegan
2024-12-27//PA009//New York-Tokyo//First Class//457,0,3,Nut Free
2024-06-10//PA009//New York-Tokyo//First Class//259,1,3,Vegetarian
2024-11-05//PA011//Perth-Tokyo//Business Class//606,1,2,Egg Free
2024-10-03//PA006//Tokyo-London//Premium Economy//787.5,0,3,Dairy Free
2024-11-03//PA008//Perth-New York//Premium Economy//1257.5,1,1,Dairy Free
2024-01-20//PA012//Tokyo-Perth//Premium Economy//640,0,1,Vegetarian
2024-07-15//PA003//London-Perth//Premium Economy//527.5,1,0,None
2024-04-05//PA003//London-Perth//Economy//3165,1,2,Nut Free
2024-02-28//PA005//London-Tokyo//First Class//638,0,0,Egg Free
2024-09-29//PA012//Tokyo-Perth//Business Class//349.19999999999999,0,2,Vegan
2024-12-05//PA006//Tokyo-London//Business Class//312,0,0,Dairy Free
2024-07-29//PA011//Perth-Tokyo//First Class//343,1,2,Vegan
2024-03-05//PA005//London-Tokyo//Business Class//654,1,2,Egg Free
2024-03-26//PA005//London-Tokyo//First Class//444,1,1,Vegan
2024-05-24//PA012//Tokyo-Perth//Business Class//302.39999999999998,1,3,None
2024-10-24//PA003//London-Perth//Premium Economy//912.5,0,3,Egg Free
2024-12-02//PA004//Perth-London//Premium Economy//1227.5,0,3,Nut Free
2024-05-01//PA012//Tokyo-Perth//Premium Economy//1275,0,1,Dairy Free
2024-12-02//PA012//Tokyo-Perth//Business Class//664.79999999999995,1,0,Dairy Free
2024-08-09//PA009//New York-Tokyo//Premium Economy//1137.5,0,0,None
2024-01-13//PA006//Tokyo-London//First Class//494,1,3,Nut Free
2024-03-31//PA012//Tokyo-Perth//First Class//639,1,1,None
2024-01-11//PA010//Tokyo-New York//Business Class//562.79999999999995,1,1,Egg Free
2024-11-02//PA008//Perth-New York//Premium Economy//805,0,0,Egg Free
2024-10-12//PA008//Perth-New York//Economy//2195,0,3,Vegetarian
2024-09-13//PA012//Tokyo-Perth//Economy//3345,1,2,Vegetarian
2024-04-03//PA004//Perth-London//Premium Economy//895,1,1,Vegan
2024-04-29//PA005//London-Tokyo//Economy//1105,1,2,Vegan
2024-02-16//PA006//Tokyo-London//Economy//2350,0,2,Egg Free
2024-01-13//PA008//Perth-New York//Business Class//651.60000000000002,1,1,None
2024-03-06//PA006//Tokyo-London//Premium Economy//822.5,1,1,Egg Free
2024-10-20//PA002//New York-London//Premium Economy//970,0,1,Dairy Free
2024-01-19//PA009//New York-Tokyo//Business Class//682.79999999999995,0,2,Nut Free
2024-09-10//PA001//London-New York//Business Class//716.39999999999998,0,1,Vegetarian
2024-03-23//PA001//London-New York//Premium Economy//1375,1,0,Egg Free
2024-04-28//PA004//Perth-London//Business Class//667.19999999999993,1,2,None
2024-06-14//PA003//London-Perth//First Class//693,0,3,Vegetarian
2024-12-26//PA008//Perth-New York//Economy//1965,0,3,Egg Free
2024-07-21//PA009//New York-Tokyo//First Class//563,1,1,Vegan
2024-06-15//PA012//Tokyo-Perth//Economy//1340,1,3,Vegetarian
2024-09-22//PA007//New York-Perth//Economy//2535,0,1,Egg Free
2024-02-18//PA006//Tokyo-London//Economy//2420,0,0,None
2024-05-25//PA004//Perth-London//First Class//684,1,0,Vegan
2024-03-02//PA004//Perth-London//Business Class//715.19999999999993,1,2,None
2024-02-02//PA012//Tokyo-Perth//Business Class//793.19999999999993,0,2,Egg Free
2024-04-05//PA011//Perth-Tokyo//Economy//2600,0,0,Vegan
2024-09-11//PA001//London-New York//Economy//2145,0,2,Vegan
2024-12-31//PA011//Perth-Tokyo//Economy//1090,1,0,Vegan
2024-06-23//PA006//Tokyo-London//Business Class//608.39999999999998,1,0,None
2024-05-17//PA005//London-Tokyo//Business Class//307.19999999999999,1,2,Dairy Free
2024-08-12//PA010//Tokyo-New York//Premium Economy//1312.5,1,2,Vegan
2024-11-05//PA001//London-New York//Business Class//354,0,0,Vegetarian
2024-04-18//PA004//Perth-London//Economy//2520,1,3,Vegan
2024-10-03//PA007//New York-Perth//Economy//3420,1,2,None
2024-12-02//PA001//London-New York//First Class//524,0,3,None
2024-10-19//PA001//London-New York//Premium Economy//1492.5,0,0,Vegan
2024-02-25//PA011//Perth-Tokyo//Premium Economy//1560,1,2,Vegetarian
2024-07-14//PA009//New York-Tokyo//Business Class//382.80000000000001,0,1,Vegan
2024-02-21//PA003//London-Perth//First Class//357,0,0,Egg Free
2024-06-02//PA001//London-New York//Premium Economy//1052.5,1,1,Egg Free
2024-12-04//PA005//London-Tokyo//First Class//350,1,0,Vegan
2024-01-09//PA002//New York-London//Business Class//718.79999999999995,0,3,Nut Free
2024-01-13//PA001//London-New York//Premium Economy//1352.5,0,1,Dairy Free
2024-05-06//PA011//Perth-Tokyo//Business Class//681.60000000000002,0,2,Dairy Free
2024-12-08//PA002//New York-London//First Class//694,0,2,Vegetarian
2024-04-27//PA005//London-Tokyo//Economy//2095,1,3,Dairy Free
2024-01-13//PA007//New York-Perth//Economy//2450,1,0,Egg Free
2024-07-19//PA002//New York-London//First Class//523,1,0,Egg Free
2024-10-03//PA006//Tokyo-London//Business Class//361.19999999999999,1,3,Nut Free
2024-01-15//PA006//Tokyo-London//Premium Economy//627.5,0,3,Vegan
2024-02-02//PA008//Perth-New York//Premium Economy//1387.5,1,3,Egg Free
2024-12-16//PA008//Perth-New York//First Class//441,1,1,Vegetarian
2024-12-22//PA001//London-New York//Economy//2325,1,1,Egg Free
2024-04-08//PA009//New York-Tokyo//Economy//2930,1,0,Vegetarian
2024-03-24//PA007//New York-Perth//Premium Economy//1040,0,2,Dairy Free
2024-10-31//PA005//London-Tokyo//Premium Economy//1610,0,0,None
2024-04-08//PA004//Perth-London//Economy//2405,1,3,Nut Free
2024-04-06//PA004//Perth-London//Economy//3480,0,0,Dairy Free
2024-02-22//PA005//London-Tokyo//Premium Economy//1452.5,0,3,None
2024-05-25//PA003//London-Perth//First Class//660,1,0,Nut Free
2024-05-15//PA001//London-New York//Business Class//289.19999999999999,0,0,Vegan
2024-09-29//PA007//New York-Perth//Business Class//806.39999999999998,1,2,None
2024-02-20//PA005//London-Tokyo//Economy//2645,1,0,Nut Free
2024-12-30//PA003//London-Perth//First Class//488,1,0,Vegetarian
2024-09-15//PA007//New York-Perth//Business Class//740.39999999999998,1,1,Vegetarian
2024-07-02//PA003//London-Perth//First Class//398,0,0,Nut Free
2024-03-27//PA008//Perth-New York//Business Class//699.60000000000002,1,2,Vegetarian
2024-09-13//PA005//London-Tokyo//Business Class//454.80000000000001,1,2,Egg Free
2024-09-04//PA012//Tokyo-Perth//Economy//1940,0,3,Dairy Free
2024-07-27//PA006//Tokyo-London//First Class//389,1,2,Vegetarian
2024-10-25//PA012//Tokyo-Perth//Business Class//633.60000000000002,1,3,Vegetarian
2024-12-06//PA005//London-Tokyo//Business Class//462,0,1,Vegan
2024-06-07//PA012//Tokyo-Perth//Premium Economy//1472.5,0,1,Egg Free
2024-08-14//PA006//Tokyo-London//Business Class//818.39999999999998,1,3,Vegetarian
2024-04-21//PA009//New York-Tokyo//Economy//1170,0,1,Nut Free
2024-05-22//PA009//New York-Tokyo//Business Class//712.79999999999995,1,1,Dairy Free
2024-04-02//PA012//Tokyo-Perth//Economy//2880,0,2,Egg Free
2024-06-22//PA002//New York-London//Economy//3160,1,2,Nut Free
2024-08-01//PA002//New York-London//Business Class//744,0,1,Dairy Free
2024-07-18//PA010//Tokyo-New York//Premium Economy//1122.5,0,1,Egg Free
2024-12-18//PA009//New York-Tokyo//Economy//3465,0,0,Egg Free
2024-03-14//PA009//New York-Tokyo//First Class//297,1,0,Vegan
2024-12-01//PA002//New York-London//Business Class//621.60000000000002,1,1,Vegetarian
2024-11-04//PA002//New York-London//First Class//513,0,2,Dairy Free
2024-11-29//PA009//New York-Tokyo//Economy//1630,1,3,Dairy Free
2024-02-07//PA006//Tokyo-London//Business Class//468,0,0,Egg Free
2024-03-22//PA004//Perth-London//Economy//3250,1,1,Nut Free
2024-06-27//PA004//Perth-London//First Class//206,1,3,Nut Free
2024-10-13//PA012//Tokyo-Perth//Business Class//820.79999999999995,1,1,None
2024-09-04//PA005//London-Tokyo//Economy//2530,0,2,Vegetarian
2024-05-25//PA007//New York-Perth//First Class//311,0,3,Vegan
2024-12-08//PA011//Perth-Tokyo//Premium Economy//1335,1,1,Dairy Free
2024-02-11//PA008//Perth-New York//First Class//681,1,3,Dairy Free
2024-12-03//PA010//Tokyo-New York//Business Class//782.39999999999998,1,2,Dairy Free
2024-10-19//PA009//New York-Tokyo//Business Class//265.19999999999999,0,2,Nut Free
2024-12-21//PA012//Tokyo-Perth//First Class//475,1,1,Egg Free
2024-06-27//PA010//Tokyo-New York//Business Class//270,1,0,Nut Free
2024-11-22//PA010//Tokyo-New York//Premium Economy//1075,1,2,None
2024-05-03//PA003//London-Perth//Premium Economy//1365,1,2,Nut Free
2024-08-29//PA001//London-New York//Economy//3395,0,2,Vegan
2024-08-07//PA003//London-Perth//First Class//665,0,0,Egg Free
2024-05-06//PA011//Perth-Tokyo//First Class//299,1,0,Dairy Free
2024-03-25//PA001//London-New York//First Class//279,0,1,Egg Free
2024-01-13//PA002//New York-London//Economy//3040,0,0,None
2024-01-10//PA003//London-Perth//Premium Economy//1692.5,1,0,Dairy Free
2024-04-02//PA009//New York-Tokyo//Economy//2830,0,2,Egg Free
2024-12-28//PA010//Tokyo-New York//Business Class//703.19999999999993,0,3,Egg Free
2024-06-26//PA008//Perth-New York//Business Class//439.19999999999999,0,1,Nut Free
2024-11-24//PA001//London-New York//Premium Economy//567.5,0,1,Egg Free
2024-07-20//PA012//Tokyo-Perth//First Class//677,0,0,None
2024-04-05//PA012//Tokyo-Perth//Premium Economy//832.5,1,1,None
2024-04-26//PA010//Tokyo-New York//First Class//235,1,1,None
2024-01-25//PA006//Tokyo-London//First Class//247,1,2,Dairy Free
2024-12-22//PA001//London-New York//Premium Economy//1475,0,1,Nut Free
2024-12-14//PA001//London-New York//First Class//348,0,1,Egg Free
2024-10-14//PA009//New York-Tokyo//Premium Economy//905,1,0,None
2024-09-25//PA004//Perth-London//First Class//683,0,1,Vegetarian
2024-03-22//PA010//Tokyo-New York//Economy//2545,1,0,Vegan
2024-12-16//PA002//New York-London//First Class//205,1,2,Vegetarian
2024-09-24//PA012//Tokyo-Perth//Premium Economy//610,0,1,Nut Free
2024-02-21//PA002//New York-London//Business Class//273.59999999999997,0,3,Nut Free
2024-04-29//PA012//Tokyo-Perth//First Class//691,0,3,None
2024-10-18//PA001//London-New York//Business Class//784.79999999999995,1,2,Nut Free
2024-01-08//PA010//Tokyo-New York//Business Class//438,0,1,Egg Free
2024-01-29//PA002//New York-London//Business Class//624,0,2,Vegan
2024-09-09//PA003//London-Perth//First Class//259,0,3,Vegetarian
2024-08-29//PA010//Tokyo-New York//Premium Economy//1075,0,2,Nut Free
2024-07-15//PA006//Tokyo-London//Business Class//588,1,2,Egg Free
2024-08-27//PA001//London-New York//Economy//2700,0,1,Nut Free
2024-03-02//PA012//Tokyo-Perth//Business Class//368.39999999999998,0,3,Egg Free
2024-02-07//PA009//New York-Tokyo//Economy//2460,1,0,Egg Free
2024-01-19//PA011//Perth-Tokyo//Economy//2055,0,3,Egg Free
2024-11-06//PA009//New York-Tokyo//Premium Economy//520,0,0,Dairy Free
2024-03-22//PA006//Tokyo-London//Premium Economy//735,0,3,Nut Free
2024-10-30//PA008//Perth-New York//First Class//218,0,0,Vegetarian
2024-12-15//PA006//Tokyo-London//Business Class//704.39999999999998,1,2,Nut Free
2024-05-23//PA003//London-Perth//Premium Economy//675,0,3,Dairy Free
2024-03-25//PA010//Tokyo-New York//Premium Economy//1275,0,3,Vegetarian
2024-09-02//PA003//London-Perth//First Class//346,0,0,Vegetarian
2024-03-30//PA001//London-New York//Business Class//310.80000000000001,1,3,Vegan
2024-07-28//PA002//New York-London//Business Class//738,0,3,Dairy Free
2024-05-14//PA009//New York-Tokyo//First Class//352,0,2,None
2024-09-14//PA010//Tokyo-New York//Business Class//444,0,3,Vegetarian
2024-08-14//PA008//Perth-New York//Economy//1085,1,2,Vegan
2024-12-29//PA006//Tokyo-London//Premium Economy//1397.5,0,1,Nut Free
2024-11-26//PA006//Tokyo-London//Economy//1395,0,0,Egg Free
2024-01-30//PA007//New York-Perth//Economy//2970,1,2,Vegetarian
2024-02-12//PA008//Perth-New York//Business Class//636,0,1,Egg Free
2024-01-28//PA009//New York-Tokyo//Premium Economy//1290,1,2,Vegetarian
2024-08-24//PA008//Perth-New York//Premium Economy//707.5,1,3,Vegan
2024-03-18//PA008//Perth-New York//Business Class//548.39999999999998,1,3,Egg Free
2024-04-05//PA001//London-New York//Business Class//420,1,1,Vegetarian
2024-06-08//PA007//New York-Perth//Economy//2725,0,3,Vegan
2024-09-05//PA001//London-New York//First Class//404,1,3,Vegan
2024-07-28//PA004//Perth-London//Business Class//625.19999999999993,1,3,Dairy Free
2024-10-06//PA008//Perth-New York//Premium Economy//1140,0,0,Egg Free
2024-07-08//PA009//New York-Tokyo//Business Class//462,1,2,Vegetarian
2024-08-07//PA006//Tokyo-London//Business Class//405.59999999999997,1,0,Nut Free
2024-03-18//PA001//London-New York//Business Class//505.19999999999999,1,0,Nut Free
2024-05-19//PA006//Tokyo-London//Premium Economy//902.5,1,3,None
2024-07-30//PA004//Perth-London//Economy//2250,0,1,Vegan
2024-01-15//PA001//London-New York//Business Class//286.80000000000001,1,2,Vegetarian
2024-12-08//PA005//London-Tokyo//Economy//2105,0,0,Vegetarian
2024-04-16//PA001//London-New York//First Class//268,1,1,Dairy Free
2024-12-26//PA011//Perth-Tokyo//First Class//400,0,1,Vegetarian
2024-07-11//PA001//London-New York//First Class//514,0,3,Vegan
2024-05-12//PA004//Perth-London//Premium Economy//590,0,1,Vegan
2024-09-17//PA007//New York-Perth//Premium Economy//835,1,0,None
2024-08-27//PA007//New York-Perth//First Class//314,1,3,Egg Free
2024-10-05//PA009//New York-Tokyo//Business Class//642,0,2,Egg Free
2024-06-08//PA006//Tokyo-London//Premium Economy//865,0,2,Nut Free
2024-10-26//PA001//London-New York//Business Class//649.19999999999993,1,1,Vegan
2024-02-11//PA006//Tokyo-London//Premium Economy//835,0,0,Egg Free
2024-07-09//PA005//London-Tokyo//First Class//424,0,0,Dairy Free
2024-06-18//PA006//Tokyo-London//Economy//3260,1,1,Vegan
2024-07-06//PA003//London-Perth//First Class//546,1,2,Vegan
2024-02-06//PA007//New York-Perth//First Class//618,0,0,Vegan
2024-05-25//PA004//Perth-London//Premium Economy//1245,1,0,Nut Free
2024-10-24//PA010//Tokyo-New York//First Class//410,1,0,Dairy Free
2024-01-09//PA008//Perth-New York//Economy//1865,0,0,Dairy Free
2024-09-26//PA007//New York-Perth//Premium Economy//1545,0,2,Dairy Free
2024-08-14//PA005//London-Tokyo//Economy//2985,1,0,Dairy Free
2024-12-12//PA003//London-Perth//First Class//349,0,0,Vegan
2024-01-23//PA009//New York-Tokyo//Economy//1315,0,2,Vegan
2024-08-07//PA011//Perth-Tokyo//Premium Economy//910,1,2,Vegetarian
2024-05-25//PA012//Tokyo-Perth//First Class//304,1,2,None
2024-02-03//PA008//Perth-New York//Economy//1280,0,1,Egg Free
2024-04-24//PA011//Perth-Tokyo//Business Class//500.39999999999998,0,0,Dairy Free
2024-11-10//PA008//Perth-New York//Premium Economy//932.5,0,3,Dairy Free
2024-01-31//PA003//London-Perth//Premium Economy//1122.5,1,3,Vegan
2024-12-15//PA004//Perth-London//Economy//2500,0,2,Egg Free
2024-12-24//PA010//Tokyo-New York//Economy//1170,0,0,Egg Free
2024-06-20//PA005//London-Tokyo//Business Class//746.39999999999998,0,0,Vegetarian
2024-09-04//PA005//London-Tokyo//Business Class//355.19999999999999,0,3,None
2024-03-02//PA003//London-Perth//Premium Economy//1457.5,1,2,Vegan
2024-06-06//PA007//New York-Perth//Business Class//645.60000000000002,0,3,Dairy Free
2024-05-29//PA005//London-Tokyo//Economy//2290,1,0,Dairy Free
2024-10-19//PA004//Perth-London//First Class//686,1,2,None
2024-08-31//PA010//Tokyo-New York//Business Class//760.79999999999995,1,0,Vegetarian
2024-10-04//PA006//Tokyo-London//Business Class//448.80000000000001,0,3,Dairy Free
2024-02-27//PA001//London-New York//Premium Economy//925,0,1,Egg Free
2024-03-02//PA004//Perth-London//Premium Economy//1735,1,0,Nut Free
2024-10-02//PA010//Tokyo-New York//Business Class//669.60000000000002,1,0,Dairy Free
2024-05-01//PA006//Tokyo-London//First Class//397,1,0,Dairy Free
2024-11-01//PA012//Tokyo-Perth//Premium Economy//1185,0,2,Dairy Free
2024-03-10//PA008//Perth-New York//First Class//466,0,0,None
2024-01-03//PA001//London-New York//First Class//584,0,3,Nut Free
2024-11-28//PA008//Perth-New York//Economy//2990,0,2,Vegetarian
2024-12-11//PA005//London-Tokyo//Business Class//589.19999999999993,1,2,Vegetarian
2024-04-03//PA007//New York-Perth//Economy//1000,0,2,None
2024-09-16//PA004//Perth-London//First Class//221,1,3,Nut Free
2024-06-30//PA002//New York-London//Business Class//583.19999999999993,0,3,Egg Free
2024-10-25//PA007//New York-Perth//Economy//1190,1,3,Vegan
