Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
19,Week 3: Movie Week,AJ & Kai,"35 (8, 9, 9, 9)",American Smooth,"""I Have Nothing""",Safe,The Bodyguard,,,,
19,Week 3: Movie Week,Robert & Dianne,"25 (6, 6, 7, 6)",Quickstep,"""The Muppet ShowTheme""",Safe,The Muppets,,,,
19,Week 3: Movie Week,Greg & Karen,"26 (6, 6, 7, 7)",Paso doble,"""James Bond Theme""",Safe,Dr. No,,,,
19,Week 3: Movie Week,Tilly & Nikita,"27 (6, 7, 7, 7)",Jive,"""The Nicest Kids in Town""",Safe,Hairspray,,,,
19,Week 3: Movie Week,Rose & Giovanni,"36 (9, 9, 9, 9)",Foxtrot,"""Rose's Theme""",Safe,Titanic,,,,
19,Week 3: Movie Week,Ugo & Oti,"31 (7, 8, 8, 8)",Couple's choice,"""You're Welcome""",Safe,Moana,,,,
19,Week 3: Movie Week,Tom & Amy,"32 (8, 8, 8, 8)",Jive,"""Johnny B. Goode""",Safe,Back to the Future,,,,
19,Week 3: Movie Week,Adam & Katya,"20 (4, 5, 5, 6)",Rumba,"""I See You""",Safe,Avatar,,,,
19,Week 3: Movie Week,Katie & Gorka,"24 (5, 7, 6, 6)",American Smooth,"""Cruella de Vil""",Eliminated,Cruella,,,,
19,Week 3: Movie Week,Rhys & Nancy,"37 (9, 10, 9, 9)",Couple's choice,"""Spider-Man""",Safe,Spider-Man:Into the Spider-Verse,,,,
19,Week 3: Movie Week,John & Johannes,"39 (9, 10, 10, 10)",Paso doble,"""He's a Pirate""",Safe,Pirates of the Caribbean:The Curse of the Black Pearl,,,,
19,Week 4,Couple,Scores[29],Dance[30],Music[30],Result,,,,,
19,Week 4,Rose & Giovanni,"27 (7, 6, 6, 8)",Cha-cha-cha,"""Raspberry Beret"" —Prince&The Revolution",Safe,,,,,
19,Week 4,Tom & Amy,"29 (7, 8, 7, 7)",Foxtrot,"""Fly Me to the Moon"" —Frank Sinatra",Safe,,,,,
19,Week 4,Tilly & Nikita,"32 (6, 8, 9, 9)",Paso doble,"""Diablo Rojo"" —Rodrigo y Gabriela",Safe,,,,,
19,Week 4,Greg & Karen,"19 (3, 5, 5, 6)",Samba,"""Macarena"" —Los del Río",Eliminated,,,,,
19,Week 4,John & Johannes,"29 (6, 7, 8, 8)",American Smooth,"""I Knew You Were Waiting (For Me)"" —Aretha Franklin&George Michael",Safe,,,,,
19,Week 4,Rhys & Nancy,"31 (8, 8, 7, 8)",Salsa,"""Butter"" —BTS",Safe,,,,,
19,Week 4,Sara & Aljaž,"36 (9, 9, 9, 9)",Tango,"""Por una Cabeza"" —Carlos Gardel",Safe,,,,,
19,Week 4,Dan & Nadiya,"26 (5, 7, 7, 7)",Cha-cha-cha,"""U Can't Touch This"" —MC Hammer& ""Super Freak"" —Rick James",Safe,,,,,
19,Week 4,Judi & Graziano,"24 (4, 6, 7, 7)",Waltz,"""Hero"" —Mariah Carey",Bottom two,,,,,
19,Week 4,Adam & Katya,"32 (8, 8, 8, 8)",Argentine tango,"""Tango in the Night"" —Fleetwood Mac",Safe,,,,,
19,Week 4,AJ & Kai,"28 (5, 7, 8, 8)",Samba,"""Don't Go Yet"" —Camila Cabello",Safe,,,,,
19,Week 5,Couple,Scores[33],Dance[34],Music[34],Result,,,,,
19,Week 5,Dan & Nadiya,"28 (7, 7, 7, 7)",Viennese waltz,"""She's Always a Woman"" —Billy Joel",Safe,,,,,
19,Week 5,Adam & Katya,"29 (7, 7, 8, 7)",Samba,"""Faith"" —George Michael",Safe,,,,,
19,Week 5,Sara & Aljaž,"25 (4, 7, 7, 7)",Rumba,"""You're Still the One"" —Shania Twain",Safe,,,,,
19,Week 5,Tom & Amy,"34 (8, 9, 9, 8)",Salsa,"""Watermelon Sugar"" —Harry Styles",Safe,,,,,
19,Week 5,Tilly & Nikita,"36 (9, 9, 9, 9)",Foxtrot,"""Little Things"" —One Direction",Safe,,,,,
19,Week 5,AJ & Kai,"35 (8, 8, 10, 9)",Argentine tango,"""Edge of Seventeen"" —Stevie Nicks",Safe,,,,,
19,Week 5,Ugo & Oti,"20 (3, 6, 5, 6)",Rumba,"""Leave the Door Open"" —Silk Sonic",Eliminated,,,,,
19,Week 5,John & Johannes,"38 (9, 9, 10, 10)",Charleston,"""Milord"" —Édith Piaf",Safe,,,,,
19,Week 5,Rose & Giovanni,"37 (9, 10, 9, 9)",Viennese waltz,"""Fallin'"" —Alicia Keys",Safe,,,,,
19,Week 5,Rhys & Nancy,"32 (8, 8, 8, 8)",American Smooth,"""I've Got the World on a String"" —Michael Bublé",Bottom two,,,,,
19,Week 6: Halloween Week,Couple,Scores[36],Dance[37],Music[37],Result,,,,,
19,Week 6: Halloween Week,John & Johannes,"33 (8, 8, 9, 8)",Quickstep,"""Bad Moon Rising"" —Creedence Clearwater Revival",Safe,,,,,
19,Week 6: Halloween Week,AJ & Kai,"37 (9, 10, 9, 9)",Viennese waltz,"""Dangerous Woman"" —Ariana Grande",Safe,,,,,
19,Week 6: Halloween Week,Dan & Nadiya,"27 (5, 8, 7, 7)",Jive,"""Rock Lobster"" —The B-52's",Safe,,,,,
19,Week 6: Halloween Week,Rhys & Nancy,"33 (7, 9, 9, 8)",Paso doble,"""The Eve of the War"" —Jeff Wayne",Safe,,,,,
19,Week 6: Halloween Week,Sara & Aljaž,"23 (4, 7, 6, 6)",Couple's choice,"""Queen of the Night"" —Whitney Houston",Safe,,,,,
19,Week 6: Halloween Week,Rose & Giovanni,"40 (10, 10, 10, 10)",Tango,"""Shivers"" —Ed Sheeran",Safe,,,,,
19,Week 6: Halloween Week,Tilly & Nikita,"35 (8, 9, 9, 9)",Cha-cha-cha,"""Spooky Movies"" —Gary S. Paxton",Safe,,,,,
19,Week 6: Halloween Week,Adam & Katya,"29 (6, 8, 8, 7)",Viennese waltz,"""Moonlight Sonata"" —Ludwig van Beethoven",Bottom two,,,,,
19,Week 6: Halloween Week,Judi & Graziano,"25 (4, 7, 7, 7)",Cha-cha-cha,"""Physical"" —Olivia Newton-John",Eliminated,,,,,
19,Week 6: Halloween Week,Tom & Amy,"29 (7, 8, 7, 7)",Tango,"""Highway to Hell"" —AC/DC",Safe,,,,,
19,Week 7,Couple,Scores[39],Dance[40],Music[40],Result,,,,,
19,Week 7,Adam & Katya,"27 (6, 7, 7, 7)",Jive,"""Little Bitty Pretty One"" —Frankie Lymon",Eliminated,,,,,
19,Week 7,Rose & Giovanni,"32 (8, 8, 8, 8)",Samba,"""Cinema Italiano"" —Kate Hudson",Safe,,,,,
19,Week 7,Tom & Amy,"38 (9, 10, 10, 9)",Paso doble,"""Amparito Roca"" —Jaime Teixidor",Safe,,,,,
19,Week 7,Rhys & Nancy,"34 (7, 9, 9, 9)",Quickstep,"""What a Man Gotta Do"" —Jonas Brothers",Safe,,,,,
19,Week 7,Tilly & Nikita,"31 (8, 8, 7, 8)",Tango,"""Kings & Queens"" —Ava Max",Bottom two,,,,,
19,Week 7,Dan & Nadiya,"28 (6, 7, 8, 7)",Couple's choice,"""Classic"" —MKTO",Safe,,,,,
19,Week 7,John & Johannes,"35 (8, 8, 10, 9)",Rumba,"""Shape of My Heart"" —Sting",Safe,,,,,
19,Week 7,AJ & Kai,"39 (9, 10, 10, 10)",Charleston,"""Don't Bring Lulu"" —Dorothy Provine",Safe,,,,,
19,Week 7,Sara & Aljaž,"33 (8, 8, 8, 9)",Quickstep,"""9 to 5"" —Dolly Parton",Safe,,,,,
19,Week 8,Couple,Scores[42],Dance[43],Music[43],Result,,,,,
19,Week 8,Tilly & Nikita,"29 (7, 7, 7, 8)",Quickstep,"""I Won't Dance"" —Damita Jo",Bottom two,,,,,
19,Week 8,AJ & Kai,"28 (6, 7, 7, 8)",Paso doble,"""Game of Survival"" —Ruelle",Safe,,,,,
19,Week 8,Dan & Nadiya,"29 (4, 8, 8, 9)",American Smooth,"""King of the Road"" —The Proclaimers",Safe,,,,,
19,Week 8,Rhys & Nancy,"40 (10, 10, 10, 10)",Charleston,"""The Charleston"" —Bob Wilsonand his Varsity Rhythm Boys",Safe,,,,,
19,Week 8,Sara & Aljaž,"32 (7, 8, 8, 9)",Argentine tango,"""No More Tears (Enough Is Enough)"" —Barbra Streisand&Donna Summer",Eliminated,,,,,
19,Week 8,John & Johannes,"38 (9, 10, 10, 9)",Samba,"""Acuyuyé"" —Dark Latin Groove",Safe,,,,,
19,Week 8,Tom & Amy,"30 (7, 8, 7, 8)",Viennese waltz,"""Iris"" —Goo Goo Dolls",Safe,,,,,
19,Week 8,Rose & Giovanni,"39 (9, 10, 10, 10)",Couple's choice,"""Symphony"" —Clean Bandit, feat.Zara Larsson",Safe,,,,,
19,Week 9: Musicals Week,Couple,Scores[47],Dance[48],Music[48],Result,,,Musical,,
19,Week 9: Musicals Week,AJ & Kai,"38 (9, 10, 10, 9)",Waltz,"""Edelweiss""",Safe,,,The Sound of Music,,
19,Week 9: Musicals Week,Rhys & Nancy,"32 (8, 8, 8, 8)",Jive,"""Footloose""",Bottom two,,,Footloose,,
19,Week 9: Musicals Week,Tom & Amy,"31 (7, 8, 8, 8)",Couple's choice,"""On My Own""",Eliminated,,,Les Misérables,,
19,Week 9: Musicals Week,Rose & Giovanni,"37 (10, 9, 9, 9)",Quickstep,"""Love Is an Open Door""",Safe,,,Frozen,,
19,Week 9: Musicals Week,John & Johannes,"32 (8, 8, 8, 8)",Viennese waltz,"""Chim Chim Cher-ee""",Safe,,,Mary Poppins,,
19,Week 9: Musicals Week,Tilly & Nikita,"40 (10, 10, 10, 10)",Couple's choice,"""Revolting Children""",Safe,,,Matilda the Musical,,
19,Week 9: Musicals Week,Dan & Nadiya,"31 (7, 7, 9, 8)",Charleston,"""Good Morning""",Safe,,,Singin' in the Rain,,
19,Week 10,Couple,Scores[51],Dance[52],Music[52],Result,,,,,
19,Week 10,Rose & Giovanni,"33 (8, 8, 8, 9)",Paso doble,"""California Dreamin'"" —Sia",Safe,,,,,
19,Week 10,Dan & Nadiya,"31 (6, 9, 8, 8)",Rumba,"""Desperado"" —Eagles",Safe,,,,,
19,Week 10,AJ & Kai,"36 (9, 8, 10, 9)",Couple's choice,"""Make Me Feel"" —Janelle Monáe",Safe,,,,,
19,Week 10,Rhys & Nancy,"35 (7, 9, 10, 9)",Waltz,"""You Light Up My Life"" —Whitney Houston",Bottom two,,,,,
19,Week 10,Tilly & Nikita,"30 (7, 7, 8, 8)",Samba,"""Levitating"" —Dua Lipa",Eliminated,,,,,
19,Week 10,John & Johannes,"39 (9, 10, 10, 10)",Argentine tango,"""The 5th"" —David Garrett",Safe,,,,,
19,Week 11: Quarter-final,Couple,Scores[54],Dance[55],Music[55],Result,,,,,
19,Week 11: Quarter-final,John & Johannes,"32 (7, 8, 8, 9)",Salsa,"""We Are Family"" —Sister Sledge",Safe,,,,,
19,Week 11: Quarter-final,Rhys & Nancy,"39 (9, 10, 10, 10)",Argentine tango,"""In the Air Tonight"" —Phil Collins",Safe,,,,,
19,Week 11: Quarter-final,Rose & Giovanni,"39 (9, 10, 10, 10)",American Smooth,"""This Will Be (An Everlasting Love)"" —Natalie Cole",Safe,,,,,
19,Week 11: Quarter-final,Dan & Nadiya,"31 (7, 8, 9, 7)",Tango,"""Santa María (del Buen Ayre)"" —Gotan Project",Eliminated,,,,,
19,Week 11: Quarter-final,AJ & Kai,"30 (7, 8, 8, 7)",Salsa,"""Rhythm Is Gonna Get You"" & ""Get on Your Feet"" —Gloria Estefan",Bottom two,,,,,
19,Week 12: Semi-final,Couple,Scores[56],Dance[57],Music[57],Result,,,,,
19,Week 12: Semi-final,Rhys & Nancy,"36 (9, 9, 9, 9)",Tango,"""One Vision"" —Queen",Eliminated,,,,,
19,Week 12: Semi-final,Rhys & Nancy,"38 (9, 10, 10, 9)",Samba,"""It Had Better Be Tonight (Meglio stasera)"" —Michael Bublé",Eliminated,,,,,
19,Week 12: Semi-final,AJ & Kai,"40 (10, 10, 10, 10)",Quickstep,"""Sing, Sing, Sing (With a Swing)"" —Benny Goodman",Safe,,,,,
19,Week 12: Semi-final,AJ & Kai,"39 (9, 10, 10, 10)",Rumba,"""Show Me Heaven"" —Maria McKee",Safe,,,,,
19,Week 12: Semi-final,John & Johannes,"39 (9, 10, 10, 10)",Couple's choice,"""Hometown Glory"" —Adele",Bottom two,,,,,
19,Week 12: Semi-final,John & Johannes,"39 (9, 10, 10, 10)",Jive,"""Higher Power"" —Coldplay",Bottom two,,,,,
19,Week 12: Semi-final,Rose & Giovanni,"39 (9, 10, 10, 10)",Waltz,"""How Long Will I Love You?"" —Ellie Goulding",Safe,,,,,
19,Week 12: Semi-final,Rose & Giovanni,"40 (10, 10, 10, 10)",Argentine tango,"""A Evaristo Carriego"" — Eduardo Rovira",Safe,,,,,
19,Week 13: Final,Couple,Scores[60],Dance[61],Music[61],Result,,,,,
19,Week 13: Final,Rose & Giovanni,"39 (9, 10, 10, 10)",Quickstep,"""Love Is an Open Door"" —fromFrozen",Winners,,,,,
19,Week 13: Final,Rose & Giovanni,"40 (10, 10, 10, 10)",Couple's choice,"""Symphony"" —Clean Bandit, feat.Zara Larsson",Winners,,,,,
19,Week 13: Final,Rose & Giovanni,"40 (10, 10, 10, 10)",Showdance,"""The Rose"" —Bette Midler",Winners,,,,,
19,Week 13: Final,John & Johannes,"39 (9, 10, 10, 10)",Rumba,"""Shape of My Heart"" —Sting",Runners-up,,,,,
19,Week 13: Final,John & Johannes,"40 (10, 10, 10, 10)",Paso doble,"""He's a Pirate"" —fromPirates of the Caribbean: The Curse of the Black Pearl",Runners-up,,,,,
19,Week 13: Final,John & Johannes,"40 (10, 10, 10, 10)",Showdance,"""You've Got the Love"" —Florence and the Machine",Runners-up,,,,,
20,Week 1,Couple,Scores[22],Dance[23],Music[23],,,,,,
20,Week 1,Kym & Graziano,"23 (4, 6, 6, 7)",Jive,"""Yes"" —Merry Clayton",,,,,,
20,Week 1,Tyler & Dianne,"22 (4, 5, 7, 6)",American Smooth,"""Falling"" —Harry Styles",,,,,,
20,Week 1,Jayde & Karen,"23 (4, 7, 6, 6)",Samba,"""Dirrty"" —Christina Aguilera, feat.Redman",,,,,,
20,Week 1,Kaye & Kai,"21 (6, 5, 5, 5)",Tango,"""Voulez-Vous"" —ABBA",,,,,,
20,Week 1,James & Amy,"22 (6, 5, 5, 6)",Jive,"""What I Like About You"" —The Romantics",,,,,,
20,Week 1,Richie & Giovanni,"23 (5, 5, 6, 7)",Cha-cha-cha,"""I'm Your Man"" —Wham!",,,,,,
20,Week 1,Helen & Gorka,"26 (6, 7, 6, 7)",American Smooth,"""You Send Me"" —Aretha Franklin",,,,,,
20,Week 1,Molly & Carlos,"31 (7, 8, 8, 8)",Samba,"""Kiss My (Uh-Oh)"" —Anne-Marie&Little Mix",,,,,,
20,Week 1,Matt & Nadiya,"20 (5, 5, 5, 5)",Quickstep,"""Sir Duke"" —Stevie Wonder",,,,,,
20,Week 1,Ellie S. & Nikita,"26 (6, 7, 7, 6)",Cha-cha-cha,"""Dance"" —DNCE",,,,,,
20,Week 1,Tony & Katya,"15 (3, 4, 4, 4)",Tango,"""Go West"" —Village People",,,,,,
20,Week 1,Will & Nancy,"34 (8, 9, 8, 9)",Jive,"""Livin' la Vida Loca"" —Ricky Martin",,,,,,
20,Week 1,Ellie T. & Johannes,"28 (6, 7, 7, 8)",Quickstep,"""I Am What I Am"" — Klaus Hallen Tanzorchester",,,,,,
20,Week 1,Hamza & Jowita,"34 (8, 9, 9, 8)",Foxtrot,"""Islands in the Stream"" —Kenny Rogers&Dolly Parton",,,,,,
20,Week 1,Fleur & Vito,"29 (7, 7, 7, 8)",Cha-cha-cha,"""Let's Get Loud"" —Jennifer Lopez",,,,,,
20,Week 2,Couple,Scores[25],Dance[26],Music[26],Result[27],,,,,
20,Week 2,Will & Nancy,"26 (6, 7, 6, 7)",Salsa,"""Never Too Much"" —Luther Vandross",Safe,,,,,
20,Week 2,James & Amy,"24 (5, 6, 6, 7)",Tango,"""Bad Habits"" —Ed Sheeran",Safe,,,,,
20,Week 2,Ellie S. & Nikita,"30 (7, 8, 7, 8)",Waltz,"""Can't Help Falling in Love"" —Elvis Presley",Safe,,,,,
20,Week 2,Helen & Gorka,"27 (5, 7, 7, 8)",Cha-cha-cha,"""Rain on Me"" —Lady Gaga&Ariana Grande",Safe,,,,,
20,Week 2,Tony & Katya,"22 (4, 6, 6, 6)",Charleston,"""My Old Man's a Dustman"" —Foster and Allen",Safe,,,,,
20,Week 2,Ellie T. & Johannes,"23 (4, 7, 5, 7)",Paso doble,"""Les Toréadors"" —Georges Bizet",Safe,,,,,
20,Week 2,Richie & Giovanni,"32 (8, 8, 8, 8)",Quickstep,"""Dancin’ Fool"" —Barry Manilow",Safe,,,,,
20,Week 2,Fleur & Vito,"28 (7, 8, 6, 7)",Viennese waltz,"""Glimpse of Us"" —Joji",Safe,,,,,
20,Week 2,Kaye & Kai,"22 (4, 6, 6, 6)",Charleston,"""Music! Music! Music!"" —Dorothy Provine",Eliminated,,,,,
20,Week 2,Hamza & Jowita,"24 (4, 7, 6, 7)",Jive,"""Blinding Lights"" —the Weeknd",Safe,,,,,
20,Week 2,Kym & Graziano,"27 (6, 7, 7, 7)",Viennese waltz,"""Runaway"" —The Corrs",Safe,,,,,
20,Week 2,Matt & Nadiya,"22 (4, 6, 6, 6)",Samba,"""Night Fever"" —Bee Gees",Bottom two,,,,,
20,Week 2,Tyler & Dianne,"31 (7, 8, 8, 8)",Jive,"""Hit the Road Jack"" —Ray Charles",Safe,,,,,
20,Week 2,Jayde & Karen,"26 (6, 7, 6, 7)",Tango,"""Rumour Has It"" —Adele",Safe,,,,,
20,Week 2,Molly & Carlos,"34 (8, 9, 9, 8)",Quickstep,"""Love On Top"" —Beyoncé",Safe,,,,,
20,Week 3: Movie Week,Couple,Scores[29],Dance[30],Music[30],Result[31],Film,,,,
20,Week 3: Movie Week,Richie & Giovanni,"27 (5, 7, 8, 7)",Samba,"""Hakuna Matata""",Eliminated,The Lion King,,,,
20,Week 3: Movie Week,Molly & Carlos,"34 (8, 9, 9, 8)",Waltz,"""One Hand, One Heart""",Safe,West Side Story,,,,
20,Week 3: Movie Week,Kym & Graziano,"33 (7, 9, 8, 9)",Charleston,"""If My Friends Could See Me Now""",Safe,Sweet Charity,,,,
20,Week 3: Movie Week,Hamza & Jowita,"25 (5, 7, 6, 7)",Rumba,"""Welcome to Jurassic Park""",Safe,Jurassic Park,,,,
20,Week 3: Movie Week,Ellie T. & Johannes,"21 (4, 6, 5, 6)",Cha-cha-cha,"""The Shoop Shoop Song (It's in His Kiss)""",Safe,Mermaids,,,,
20,Week 3: Movie Week,Matt & Nadiya,"21 (3, 6, 5, 7)",Viennese waltz,"""Hold My Hand""",Safe,Top Gun: Maverick,,,,
20,Week 3: Movie Week,Tyler & Dianne,"38 (9, 10, 10, 9)",Charleston,"""Flash, Bang, Wallop""",Safe,Half a Sixpence,,,,
20,Week 3: Movie Week,Fleur & Vito,"29 (6, 8, 7, 8)",American Smooth,"""Part of Your World""",Bottom two,The Little Mermaid,,,,
20,Week 3: Movie Week,James & Amy,"22 (4, 6, 6, 6)",Cha-cha-cha,"""Hooked on a Feeling""",Safe,Guardians of the Galaxy,,,,
20,Week 3: Movie Week,Ellie S. & Nikita,"27 (6, 7, 7, 7)",Quickstep,"""Peppy and George""",Safe,The Artist,,,,
20,Week 3: Movie Week,Will & Nancy,"33 (8, 9, 8, 8)",American Smooth,"""Cry to Me""",Safe,Dirty Dancing,,,,
20,Week 3: Movie Week,Tony & Katya,"18 (2, 6, 4, 6)",Samba,"""You Sexy Thing""",Safe,The Full Monty,,,,
20,Week 3: Movie Week,Helen & Gorka,"31 (7, 8, 8, 8)",Viennese waltz,"""Hopelessly Devoted to You""",Safe,Grease,,,,
20,Week 3: Movie Week,Jayde & Karen,"29 (7, 8, 7, 7)",Cha-cha-cha,"""Flashdance... What a Feeling""",Safe,Flashdance,,,,
20,Week 4,Couple,Scores[33],Dance[34],Music[34],Result[35],,,,,
20,Week 4,Ellie S. & Nikita,"30 (7, 8, 7, 8)",Salsa,"""I Love Your Smile"" —Shanice",Safe,,,,,
20,Week 4,Will & Nancy,"23 (4, 7, 5, 7)",Rumba,"""The Joker and the Queen"" —Ed Sheeran, feat.Taylor Swift",Safe,,,,,
20,Week 4,Matt & Nadiya,"20 (3, 6, 5, 6)",Jive,"""All Shook Up"" —Paul McCartney",Eliminated,,,,,
20,Week 4,Jayde & Karen,"31 (7, 8, 8, 8)",American Smooth,"""Wind Beneath My Wings"" —Bette Midler",Safe,,,,,
20,Week 4,Molly & Carlos,"35 (8, 9, 9, 9)",Cha-cha-cha,"""Do What I Do"" — Lady Bri",Safe,,,,,
20,Week 4,James & Amy,"32 (8, 8, 8, 8)",Quickstep,"""Don't Get Me Wrong"" —The Pretenders",Safe,,,,,
20,Week 4,Fleur & Vito,"38 (9, 10, 9, 10)",Argentine tango,"""Paint It, Black"" —Ciara",Safe,,,,,
20,Week 4,Kym & Graziano,"32 (7, 8, 8, 9)",Samba,"""Volare"" —Gipsy Kings",Bottom two,,,,,
20,Week 4,Tony & Katya,"26 (5, 7, 7, 7)",American Smooth,"""With a Little Help from My Friends"" —Joe Cocker",Safe,,,,,
20,Week 4,Hamza & Jowita,"39 (9, 10, 10, 10)",Salsa,"""Ecuador"" —Sash!, feat.Rodriguez",Safe,,,,,
20,Week 4,Helen & Gorka,"29 (6, 8, 7, 8)",Paso doble,"""Tamacun"" —Rodrigo y Gabriela",Safe,,,,,
20,Week 4,Ellie T. & Johannes,"30 (7, 8, 7, 8)",Viennese waltz,"""Boom Bang-a-Bang"" —Lulu",Safe,,,,,
20,Week 4,Tyler & Dianne,"37 (8, 9, 10, 10)",Couple's choice,"""A Little Bit of Luck"" —DJ Luck & MC Neat,""21 Seconds"" —So Solid Crew,""Flowers"" —Sweet Female Attitude&""Re-Rewind (The Crowd Say Bo Selecta)"" —Artful Dodger, feat.Craig David",Safe,,,,,
20,Week 5: Celebrating BBC 100 Week,Couple,Scores[37],Dance[38],Music[38],Result[39],,,,,CelebratingBBC[38]
20,Week 5: Celebrating BBC 100 Week,Helen & Gorka,"35 (8, 9, 9, 9)",Charleston,"""Barnacle Bill"" — Herbert Ashworth-Hope",Safe,,,,,Blue Peter
20,Week 5: Celebrating BBC 100 Week,Tyler & Dianne,"32 (8, 8, 8, 8)",Tango,"""Doctor WhoTheme"" —Segun Akinola",Safe,,,,,Doctor Who
20,Week 5: Celebrating BBC 100 Week,Fleur & Vito,"32 (7, 8, 9, 8)",Jive,"""Waterloo"" —ABBA",Safe,,,,,Eurovision Song Contest
20,Week 5: Celebrating BBC 100 Week,James & Amy,"26 (6, 7, 6, 7)",Foxtrot,"""Julia's Theme"" —Simon May",Safe,,,,,EastEnders
20,Week 5: Celebrating BBC 100 Week,Ellie S. & Nikita,"30 (6, 8, 8, 8)",Paso doble,"""Montagues and Capulets"" —Sergei Prokofiev",Safe,,,,,The Apprentice
20,Week 5: Celebrating BBC 100 Week,Molly & Carlos,"30 (6, 8, 8, 8)",Couple's choice,"""Chicken Man"" —Alan Hawkshaw",Bottom two,,,,,Grange Hill
20,Week 5: Celebrating BBC 100 Week,Hamza & Jowita,"35 (8, 9, 9, 9)",Quickstep,"""On Top of the World"" —Imagine Dragons",Safe,,,,,BBC Nature
20,Week 5: Celebrating BBC 100 Week,Ellie T. & Johannes,"29 (7, 7, 7, 8)",Tango,"""CasualtyTheme"" —Ken Freeman",Safe,,,,,Casualty
20,Week 5: Celebrating BBC 100 Week,Jayde & Karen,"28 (6, 7, 7, 8)",Charleston,"""The Ballad of Barry & Freda (Let's Do It)"" —Victoria Wood",Eliminated,,,,,BBC Comedy
20,Week 5: Celebrating BBC 100 Week,Will & Nancy,"32 (8, 8, 8, 8)",Viennese waltz,"""Line of DutyEnd Title Theme"" —Carly Paradis",Safe,,,,,Line of Duty
20,Week 5: Celebrating BBC 100 Week,Tony & Katya,"19 (3, 6, 4, 6)",Cha-cha-cha,"""GrandstandTheme"" —Keith Mansfield",Safe,,,,,Grandstand
20,Week 5: Celebrating BBC 100 Week,Kym & Graziano,"27 (7, 7, 6, 7)",Quickstep,"""Ballroom Blitz"" —Sweet",Safe,,,,,Come Dancing
20,Week 6: Halloween Week,Couple,Scores[41],Dance[42],Music[42],Result[43],,,,,
20,Week 6: Halloween Week,Tony & Katya,"31 (7, 8, 8, 8)",Quickstep,"""The Devil Went Down to Georgia"" —Charlie Daniels Band",Safe,,,,,
20,Week 6: Halloween Week,Will & Nancy,"32 (8, 8, 8, 8)",Cha-cha-cha,"""Mama Told Me Not to Come"" —Tom Jones&Stereophonics",Safe,,,,,
20,Week 6: Halloween Week,Kym & Graziano,"34 (8, 8, 9, 9)",Rumba,"""Frozen"" —Madonna",Safe,,,,,
20,Week 6: Halloween Week,James & Amy,"27 (6, 7, 7, 7)",Charleston,"""Bumble Bee"" —LaVern Baker",Eliminated,,,,,
20,Week 6: Halloween Week,Molly & Carlos,"33 (6, 9, 9, 9)",Argentine tango,"""Running Up That Hill"" —Kate Bush",Safe,,,,,
20,Week 6: Halloween Week,Tyler & Dianne,"35 (7, 9, 9, 10)",Cha-cha-cha,"""Day-O (The Banana Boat Song)"" — Klaus Hallen Tanzorchester",Safe,,,,,
20,Week 6: Halloween Week,Helen & Gorka,"32 (7, 8, 8, 9)",Foxtrot,"""Lil' Red Riding Hood"" —Sam the Sham & The Pharaohs",Safe,,,,,
20,Week 6: Halloween Week,Hamza & Jowita,"33 (8, 9, 8, 8)",Tango,"""Wicked Game"" —Chris Isaak",Safe,,,,,
20,Week 6: Halloween Week,Fleur & Vito,"32 (8, 8, 8, 8)",Salsa,"""Break My Soul"" —Beyoncé",Bottom two,,,,,
20,Week 6: Halloween Week,Ellie S. & Nikita,"29 (6, 8, 7, 8)",Foxtrot,"""Scooby-Doo, Where Are You!"" —Larry Markes",Safe,,,,,
20,Week 6: Halloween Week,Ellie T. & Johannes,"35 (8, 9, 9, 9)",Couple's choice,"""I Put a Spell on You"" —fromHocus Pocus",Safe,,,,,
20,Week 7,Couple,Scores[45],Dance[46],Music[46],Result[47],,,,,
20,Week 7,Hamza & Jowita,"38 (8, 10, 10, 10)",Cha-cha-cha,"""I Can't Help Myself (Sugar Pie Honey Bunch)"" —Four Tops",Safe,,,,,
20,Week 7,Ellie T. & Johannes,"22 (3, 7, 5, 7)",Rumba,"""Alone"" —Heart",Safe,,,,,
20,Week 7,Molly & Carlos,"35 (8, 9, 9, 9)",Foxtrot,"""You Make Me Happy"" — My Sun and Stars",Bottom two,,,,,
20,Week 7,Ellie S. & Nikita,"33 (7, 9, 8, 9)",Charleston,"""Too Darn Hot"" —fromKiss Me, Kate",Eliminated,,,,,
20,Week 7,Tyler & Dianne,"29 (7, 7, 7, 8)",Viennese waltz,"""I've Been Loving You Too Long"" —Seal",Safe,,,,,
20,Week 7,Kym & Graziano,"37 (9, 9, 9, 10)",Argentine tango,"""Assassin's Tango"" —John Powell",Safe,,,,,
20,Week 7,Will & Nancy,"33 (8, 8, 8, 9)",Quickstep,"""Soda Pop"" —Robbie Williams, feat.Michael Bublé",Safe,,,,,
20,Week 7,Helen & Gorka,"37 (9, 9, 9, 10)",Jive,"""Tightrope"" —Janelle Monáe",Safe,,,,,
20,Week 7,Fleur & Vito,"35 (9, 9, 8, 9)",Waltz,"""I Guess That's Why They Call It the Blues"" —Elton John",Safe,,,,,
20,Week 7,Tony & Katya,"21 (4, 6, 5, 6)",Salsa,"""I Know You Want Me (Calle Ocho)"" —Pitbull",Safe,,,,,
20,Week 8,Couple,Scores[50],Dance[51],Music[51],Result[49],,,,,
